	Domain name	Count	Proteins
IPR013022	['Xylose isomerase-like, TIM barrel domain']	1	['APN1']
IPR013049	['Spo11/DNA topoisomerase VI, subunit A, N-terminal']	1	['SPO11']
IPR034136	['Topoisomerase 6 subunit A/Spo11, TOPRIM domain']	1	['SPO11']
IPR005474	['Transketolase, N-terminal']	2	['TKL1', 'TKL2']
IPR015342	['Peroxisomal ATPase PEX1, N-terminal C-lobe']	1	['PEX1']
IPR007502	['Helicase-associated domain']	7	['PRP22', 'ECM16', 'PRP2', 'PRP16', 'DHR2', 'PRP43', '[]']
IPR011709	['DEAD-box helicase, OB fold']	7	['PRP22', 'ECM16', 'PRP2', 'PRP16', 'DHR2', 'PRP43', '[]']
IPR049588	['DHX8, GH2-like domain']	1	['PRP22']
IPR001567	['Peptidase M3A/M3B catalytic domain']	2	['PRD1', 'OCT1']
IPR007219	['Transcription factor domain, fungi']	27	['PUT3', 'GAL4', 'PDR1', 'HAP1', 'PPR1', 'PDR3', 'TBS1', 'CAT8', 'ASG1', 'DAL81', 'RSF2', 'STB5', 'CHA4', 'TEA1', 'HAL9', 'STB4', 'SEF1', 'TOG1', 'MAL33', 'RDR1', '[]', 'MAL13', 'PDR8', '[]', '[]', '[]', '[]']
IPR004821	['Cytidyltransferase-like domain']	7	['POF1', 'NMA1', 'NMA2', 'PCT1', 'CAB4', 'ECT1', 'ECT1']
IPR022238	['18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal']	1	['BUD23']
IPR019167	['mRNA decay factor PAT1 domain']	2	['PAT1', 'PAT1']
IPR001932	['PPM-type phosphatase-like domain']	8	['PTC6', 'PTC1', 'PTC3', 'PTC2', 'PTC5', 'CYR1', 'PTC7', 'PTC4']
IPR020981	['Monopolin complex subunit Csm1/Pcs1, C-terminal']	1	['CSM1']
IPR041671	['Csm1 N-terminal domain']	1	['CSM1']
IPR007196	['CCR4-Not complex component, Not1, C-terminal']	1	['CDC39']
IPR024557	['CCR4-NOT transcription complex subunit 1, domain 4']	1	['CDC39']
IPR032191	['CCR4-NOT transcription complex subunit 1, CAF1-binding domain']	1	['CDC39']
IPR032193	['CCR4-NOT transcription complex subunit 1, TTP binding domain']	1	['CDC39']
IPR032194	['CCR4-NOT transcription complex subunit 1, HEAT repeat']	1	['CDC39']
IPR032195	['CCR4-NOT transcription complex subunit 1, HEAT repeat 1']	1	['CDC39']
IPR023798	['Small ribosomal subunit protein uS7 domain']	2	['RPS5', 'RSM7']
IPR009025	['DNA-directed RNA polymerase, RBP11-like dimerisation domain']	2	['RPC19', 'RPB11']
IPR013137	['Zinc finger, TFIIB-type']	2	['SUA7', 'BRF1']
IPR013150	['Transcription factor TFIIB, cyclin-like domain']	4	['SUA7', 'SUA7', 'BRF1', 'BRF1']
IPR007010	['Poly(A) polymerase, RNA-binding domain']	1	['PAP1']
IPR007012	['Poly(A) polymerase, central domain']	1	['PAP1']
IPR048840	['Poly(A) polymerase, nucleotidyltransferase domain']	1	['PAP1']
IPR003702	['Acetyl-CoA hydrolase/transferase, N-terminal']	1	['ACH1']
IPR026888	['Acetyl-CoA hydrolase/transferase C-terminal domain']	1	['ACH1']
IPR039432	['SRP9 domain']	1	['SRP21']
IPR015408	['Zinc finger, Mcm10/DnaG-type']	1	['MCM10']
IPR033647	['AAR2, N-terminal']	1	['AAR2']
IPR033648	['AAR2, C-terminal domain']	1	['AAR2']
IPR041431	['Mvd1, C-terminal']	1	['MVD1']
IPR000909	['Phosphatidylinositol-specific phospholipase C, X domain']	1	['PLC1']
IPR001711	['Phospholipase C, phosphatidylinositol-specific, Y domain']	1	['PLC1']
IPR015359	['Phosphoinositide-specific phospholipase C, EF-hand-like domain']	1	['PLC1']
IPR037755	['Plc1, PH domain']	1	['PLC1']
IPR013698	['Squalene epoxidase']	1	['ERG1']
IPR008905	['Eukaryotic translation initiation factor 3 subunit C, N-terminal domain']	1	['NIP1']
IPR013915	['Pre-mRNA-splicing factor 19']	1	['PRP19']
IPR040623	['26S proteasome regulatory subunit RPN2, C-terminal']	1	['RPN2']
IPR048570	['26S proteasome non-ATPase regulatory subunit 1/RPN2, N-terminal domain']	1	['RPN2']
IPR003151	['PIK-related kinase, FAT']	4	['TOR2', 'TOR1', 'MEC1', 'TRA1']
IPR003152	['FATC domain']	4	['TOR2', 'TEL1', 'TOR1', 'TRA1']
IPR009076	['FKBP12-rapamycin binding domain']	2	['TOR2', 'TOR1']
IPR014009	['PIK-related kinase']	5	['TOR2', 'TEL1', 'TOR1', 'MEC1', 'TRA1']
IPR024585	['Serine/threonine-protein kinase mTOR domain']	2	['TOR2', 'TOR1']
IPR001547	['Glycoside hydrolase, family 5']	4	['SPR1', 'EXG1', 'EGH1', 'EXG2']
IPR041677	['DNA2/NAM7 helicase, helicase domain']	3	['ECM32', 'ECM32', 'SEN1']
IPR011658	['PA14 domain']	7	['FLO1', 'FLO10', 'FLO5', 'FLO9', 'TDA8', '[]', '[]']
IPR015871	['Transcription initiation factor IIA, gamma subunit, C-terminal']	1	['TOA2']
IPR015872	['Transcription initiation factor IIA, gamma subunit, N-terminal']	1	['TOA2']
IPR004971	['mRNA (guanine-N(7))-methyltransferase domain']	1	['ABD1']
IPR024604	['Serine/threonine-protein kinase haspin, C-terminal']	2	['ALK2', 'ALK1']
IPR007131	['SLA1 homology domain 1, SHD1']	1	['SLA1']
IPR007461	['Ysc84 actin-binding domain']	2	['YSC84', 'LSB3']
IPR033643	['SH3YL1-like, SYLF domain']	2	['YSC84', 'LSB3']
IPR039551	['Choline/carnitine acyltransferase domain']	3	['CAT2', 'YAT2', 'YAT1']
IPR006845	['Pex, N-terminal']	3	['PEX2', 'PEX12', 'PEX10']
IPR009038	['GOLD domain']	9	['EMP24', 'ERV25', 'ERP1', 'ERP2', 'ERP4', 'ERP3', 'ERP5', 'ERP6', 'RRT6']
IPR007281	['Mre11, DNA-binding']	1	['MRE11']
IPR019561	['Translocon Sec61/SecY, plug domain']	2	['SEC61', 'SSH1']
IPR021106	['Protein Ste5, Fus3-binding domain']	1	['STE5']
IPR021651	['Scaffold protein Ste5, Fus3-binding domain']	1	['STE5']
IPR032501	['Proteasomal ATPase, second OB domain']	5	['RPT3', 'RPT2', 'RPT5', 'RPT4', 'RPT6']
IPR029054	['dUTPase-like']	1	['DUT1']
IPR002478	['PUA domain']	5	['CBF5', 'NIP7', 'PRO1', 'TMA20', '[]']
IPR002501	['Pseudouridine synthase II, N-terminal']	2	['CBF5', 'PUS4']
IPR012960	['Dyskerin-like']	1	['CBF5']
IPR032819	['tRNA pseudouridylate synthase B, C-terminal']	1	['CBF5']
IPR002558	['I/LWEQ domain']	1	['SLA2']
IPR011417	['AP180 N-terminal homology (ANTH) domain']	3	['SLA2', 'YAP1801', 'YAP1802']
IPR013598	['Exportin-1/Importin-beta-like']	3	['LOS1', 'CRM1', 'MTR10']
IPR045546	['Exportin-T, C-terminal domain']	2	['LOS1', 'LOS1']
IPR002792	['TRAM domain']	1	['TRM2']
IPR007309	['B-block binding subunit of TFIIIC']	1	['TFC3']
IPR035625	['Tfc3-like, extended winged-helix domain']	1	['TFC3']
IPR046488	['Transcription factor tau subunit sfc3/Tfc3, C-terminal']	1	['TFC3']
IPR022775	['AP complex, mu/sigma subunit']	6	['APS1', 'APS3', 'APS2', 'APM1', 'RET2', 'RET3']
IPR011430	['U3 small nucleolar RNA-associated protein 20, N-terminal']	1	['UTP20']
IPR046523	['U3 small nucleolar RNA-associated protein 20, C-terminal']	1	['UTP20']
IPR025974	['Mif2/CENP-C cupin domain']	1	['MIF2']
IPR028929	['Mif2, N-terminal']	1	['MIF2']
IPR010926	['Class I myosin tail homology domain']	2	['MYO3', 'MYO5']
IPR007125	['Histone H2A/H2B/H3']	8	['CSE4', 'HTB1', 'HTB2', 'HTA1', 'HTA2', 'HTZ1', 'HHT1', 'HAP5']
IPR010908	['Longin domain']	2	['YKT6', 'SEC22']
IPR013535	['PUL domain']	1	['DOA1']
IPR015155	['PLAA family ubiquitin binding domain']	1	['DOA1']
IPR002867	['IBR domain']	4	['HEL1', 'HEL1', 'ITT1', 'ITT1']
IPR045840	['Ariadne domain']	1	['HEL1']
IPR048962	['E3 ubiquitin-protein ligase ARIH1-like, UBA-like domain']	1	['HEL1']
IPR009349	['TRIP4/RQT4, C2HC5-type zinc finger']	1	['RQT4']
IPR007187	['Nucleoporin, Nup133/Nup155-like, C-terminal']	3	['NUP133', 'NUP170', 'NUP157']
IPR014908	['Nucleoporin, Nup133/Nup155-like, N-terminal']	3	['NUP133', 'NUP170', 'NUP157']
IPR048874	['Ribosomal protein bL31m, N-terminal domain']	1	['MRPL36']
IPR006805	['Anthranilate synthase component I, N-terminal']	2	['ABZ1', 'TRP2']
IPR015890	['Chorismate-utilising enzyme, C-terminal']	2	['ABZ1', 'TRP2']
IPR001597	['Aromatic amino acid beta-eliminating lyase/threonine aldolase']	1	['GLY1']
IPR013740	['Redoxin']	1	['AHP1']
IPR021668	['Telomere-length maintenance and DNA damage repair']	1	['TEL1']
IPR000322	['Glycoside hydrolase family 31, TIM barrel domain']	1	['ROT2']
IPR025887	['Glycoside hydrolase family 31, N-terminal domain']	1	['ROT2']
IPR033403	['Domain of unknown function DUF5110']	1	['ROT2']
IPR048395	['Glycosyl hydrolase family 31, C-terminal domain']	1	['ROT2']
IPR002877	['Ribosomal RNA methyltransferase, FtsJ domain']	3	['TRM7', 'SPB1', 'MRM2']
IPR030381	['Dynamin-type guanine nucleotide-binding (G) domain']	1	['FZO1']
IPR003959	['ATPase, AAA-type, core']	4	['MCX1', 'YTA7', 'BMS1', 'PEX6']
IPR019489	['Clp ATPase, C-terminal']	3	['MCX1', 'HSP78', 'HSP104']
IPR000198	['Rho GTPase-activating protein domain']	11	['RGD1', 'BEM3', 'RGA1', 'BEM2', 'LRG1', 'SAC7', 'RGD2', 'RGA2', 'ECM25', 'BAG7', '[]']
IPR001060	['FCH domain']	4	['RGD1', 'BZZ1', 'HOF1', 'RGD2']
IPR031160	['F-BAR domain']	4	['RGD1', 'BZZ1', 'HOF1', 'RGD2']
IPR003604	['Matrin/U1-C-like, C2H2-type zinc finger']	4	['REI1', 'BUD20', 'PRP11', 'RTS2']
IPR041661	['ZN622/Rei1/Reh1, zinc finger C2H2-type']	2	['REI1', 'REH1']
IPR025718	['Histone deacetylase complex subunit SAP30, Sin3 binding domain']	1	['SAP30']
IPR017456	['CTP synthase, N-terminal']	2	['URA8', 'URA7']
IPR017926	['Glutamine amidotransferase']	6	['URA8', 'CPA1', 'URA2', 'HIS7', 'URA7', '[]']
IPR004148	['BAR domain']	3	['SIP3', 'RVS167', 'RVS161']
IPR031968	['VASt domain']	8	['SIP3', 'LAM1', 'YSP2', 'YSP2', 'LAM6', 'LAM5', 'LAM4', 'LAM4']
IPR030382	['SAM-dependent methyltransferase TRM5/TYW2-type']	2	['TRM5', 'TRM12']
IPR031906	['Regulator of Ty1 transposition protein 107, BRCT domain']	1	['RTT107']
IPR014808	['DNA replication factor Dna2, N-terminal']	1	['DNA2']
IPR026851	['DNA replication ATP-dependent helicase/nuclease Dna2/JHS1, DEXXQ-box helicase domain']	1	['DNA2']
IPR000594	['THIF-type NAD/FAD binding fold']	9	['ATG7', 'UBA1', 'UBA1', 'UBA4', 'UBA2', 'UBA3', 'TCD2', 'TCD1', 'AOS1']
IPR032197	['Ubiquitin-like modifier-activating enzyme Atg7, N-terminal']	1	['ATG7']
IPR040457	['Gamma tubulin complex component, C-terminal']	2	['SPC97', 'SPC98']
IPR041470	['Gamma tubulin complex component protein, N-terminal']	2	['SPC97', 'SPC98']
IPR018856	['CST complex subunit Stn1, N-terminal']	1	['STN1']
IPR024263	['Stn1, C-terminal, fungi']	1	['STN1']
IPR001117	['Multicopper oxidase, second cupredoxin domain']	3	['FET3', 'FET5', 'GMC1']
IPR011706	['Multicopper oxidase, C-terminal']	3	['FET3', 'FET5', 'GMC1']
IPR011707	['Multicopper oxidase-like, N-terminal']	3	['FET3', 'FET5', 'GMC1']
IPR033133	['Pumilio homology domain']	6	['MPT5', 'PUF6', 'PUF3', 'PUF4', 'JSN1', 'PUF2']
IPR006677	['tRNA intron endonuclease, catalytic domain-like']	2	['SEN34', 'SEN2']
IPR013566	['Mitochondrial Rho GTPase 1/3, EF hand associated, type-1']	1	['GEM1']
IPR013567	['EF hand associated, type-2']	1	['GEM1']
IPR020860	['MIRO domain']	2	['GEM1', 'GEM1']
IPR028055	['Membrane insertase YidC/Oxa/ALB, C-terminal']	1	['OXA1']
IPR004113	['FAD-binding oxidoreductase/transferase, type 4, C-terminal']	3	['DLD3', 'DLD1', 'DLD2']
IPR006094	['FAD linked oxidase, N-terminal']	4	['DLD3', 'DLD1', 'DLD2', 'ALO1']
IPR016166	['FAD-binding domain, PCMH-type']	1	['DLD3']
IPR006073	['GTP binding domain']	12	['NUG1', 'NOG2', 'NOG1', 'NOG1', 'NOG1', 'LSG1', 'OLA1', 'GEP3', 'YLF2', 'MTG1', 'MRX8', '[]']
IPR014813	['Guanine nucleotide-binding protein-like 3, N-terminal domain']	1	['NUG1']
IPR030378	['Circularly permuted (CP)-type guanine nucleotide-binding (G) domain']	4	['NUG1', 'LSG1', 'GEP3', 'MTG1']
IPR013586	['26S proteasome regulatory subunit, C-terminal']	1	['RPN3']
IPR032781	['ABC-transporter extension domain']	2	['ARB1', 'GCN20']
IPR005123	['Oxoglutarate/iron-dependent dioxygenase']	1	['TPA1']
IPR006620	['Prolyl 4-hydroxylase, alpha subunit']	1	['TPA1']
IPR019601	['Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain']	1	['TPA1']
IPR000242	['Tyrosine-specific protein phosphatase, PTPase domain']	3	['PTP3', 'PTP2', 'PTP1']
IPR001763	['Rhodanese-like domain']	11	['PTP3', 'TUM1', 'TUM1', 'RDL1', 'UBA4', 'DOA4', 'YCH1', 'MIH1', 'RDL2', 'UBP5', 'ARR2']
IPR003958	['Transcription factor CBF/NF-Y/archaeal histone domain']	3	['BUR6', 'NCB2', 'HAP3']
IPR000687	['RIO kinase']	2	['RIO2', 'RIO1']
IPR015285	['RIO2 kinase winged helix domain, N-terminal']	1	['RIO2']
IPR002641	['Patatin-like phospholipase domain']	4	['TGL3', 'TGL4', 'NTE1', 'TGL5']
IPR021771	['Triacylglycerol lipase, N-terminal']	3	['TGL3', 'TGL4', 'TGL5']
IPR011546	['Peptidase M41, FtsH extracellular']	2	['YTA12', 'AFG3']
IPR023485	['Phosphotyrosine protein phosphatase I']	1	['LTP1']
IPR024687	['MMS19, C-terminal']	1	['MET18']
IPR029240	['MMS19, N-terminal']	1	['MET18']
IPR000300	['Inositol polyphosphate-related phosphatase']	4	['INP51', 'INP52', 'INP53', 'INP54']
IPR001164	['Arf GTPase activating protein']	6	['GTS1', 'GCS1', 'AGE1', 'GLO3', 'AGE2', 'SPS18']
IPR001678	['SAM-dependent methyltransferase RsmB-F/NOP2-type domain']	3	['NOP2', 'NCL1', 'RCM1']
IPR021752	['Transcription initiation factor Rrn7, Zinc-finger']	1	['RRN7']
IPR048538	['Rrn7/TAF1B, C-terminal cyclin domain']	1	['RRN7']
IPR048540	['Rrn7/TAF1B, N-terminal cyclin domain']	1	['RRN7']
IPR002553	['Clathrin/coatomer adaptor, adaptin-like, N-terminal']	8	['SEC26', 'APL1', 'APL6', 'SEC21', 'APL2', 'APL5', 'APL3', 'APL4']
IPR011710	['Coatomer beta subunit, C-terminal']	1	['SEC26']
IPR029446	['Coatomer beta subunit, appendage platform domain']	1	['SEC26']
IPR010472	['Formin, FH3 domain']	1	['BNI1']
IPR010473	['Formin, GTPase-binding domain']	2	['BNI1', 'BNR1']
IPR014767	['Diaphanous autoregulatory (DAD) domain']	2	['BNI1', 'BNR1']
IPR015425	['Formin, FH2 domain']	2	['BNI1', 'BNR1']
IPR025652	['Acyl-CoA thioesterase II domain']	1	['TES1']
IPR049449	['Acyl-CoA thioesterase-like, N-terminal HotDog domain']	1	['TES1']
IPR007853	['Zinc finger, DNL-type']	1	['ZIM17']
IPR003877	['SPRY domain']	1	['BRE2']
IPR020058	['Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain']	3	['GUS1', 'GLN4', 'MSE1']
IPR020059	['Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain']	2	['GUS1', 'GLN4']
IPR049437	['tRNA synthetases class I (E and Q), anti-codon binding domain']	2	['GUS1', 'GLN4']
IPR041178	['RPA43, OB domain']	1	['RPA43']
IPR041901	['Rpa43, N-terminal ribonucleoprotein (RNP) domain']	1	['RPA43']
IPR034085	['TOG domain']	4	['STU2', 'STU2', 'KAP123', 'GCN1']
IPR048492	['Stu2, C-terminal segment']	1	['STU2']
IPR013882	['DNA endonuclease activator Ctp1, C-terminal']	1	['SAE2']
IPR011021	['Arrestin-like, N-terminal']	5	['ALY2', 'ROD1', 'ROG3', 'RIM8', 'SPO23']
IPR011022	['Arrestin C-terminal-like domain']	8	['ALY2', 'ALY1', 'ROD1', 'CSR2', 'ECM21', 'ART5', 'ROG3', 'RIM8']
IPR013057	['Amino acid transporter, transmembrane domain']	7	['AVT1', 'AVT7', 'AVT4', 'AVT3', 'AVT6', 'AVT5', 'AVT2']
IPR013763	['Cyclin-like domain']	1	['SSN8']
IPR005120	['UPF3 domain']	1	['UPF3']
IPR002083	['MATH/TRAF domain']	1	['UBP15']
IPR024729	['Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain']	1	['UBP15']
IPR029346	['Ubiquitin carboxyl-terminal hydrolase, C-terminal']	1	['UBP15']
IPR004360	['Glyoxalase/fosfomycin resistance/dioxygenase domain']	2	['GLO1', 'GLO1']
IPR019564	['Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain']	1	['SAM37']
IPR031317	['Tom37, C-terminal domain']	1	['SAM37']
IPR041664	['Orc1-like, AAA ATPase domain']	1	['ORC5']
IPR047088	['Origin recognition complex subunit 5, C-terminal']	1	['ORC5']
IPR048866	['ORC5, lid domain']	1	['ORC5']
IPR000219	['Dbl homology (DH) domain']	6	['ROM2', 'CDC24', 'TUS1', 'BUD3', 'FUS2', 'ROM1']
IPR000591	['DEP domain']	6	['ROM2', 'SST2', 'SST2', 'IML1', 'RGD2', 'ROM1']
IPR041675	['Pleckstrin homology domain 5']	2	['ROM2', 'ROM1']
IPR013235	['PPP domain']	1	['PPT1']
IPR001494	['Importin-beta, N-terminal domain']	9	['KAP114', 'KAP95', 'KAP123', 'CSE1', 'SXM1', 'CRM1', 'KAP120', 'NMD5', 'MTR10']
IPR011063	['tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal']	1	['NCS6']
IPR032442	['Cytoplasmic tRNA 2-thiolation protein 1, C-terminal']	1	['NCS6']
IPR001608	['Alanine racemase, N-terminal']	2	['DSD1', '[]']
IPR026956	['D-serine dehydratase-like domain']	1	['DSD1']
IPR043970	['FUZ/MON1/HPS1, third Longin domain']	1	['MON1']
IPR043971	['FUZ/MON1/HPS1, second Longin domain']	1	['MON1']
IPR043972	['FUZ/MON1/HPS1, first Longin domain']	1	['MON1']
IPR018955	['Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal']	2	['PKP2', 'PKP1']
IPR007235	['Glycosyl transferase, family 28, C-terminal']	1	['ALG13']
IPR002225	['3-beta hydroxysteroid dehydrogenase/isomerase']	2	['ERG26', 'GRE2']
IPR032563	['DAMP1, SANT/Myb-like domain']	1	['SWC4']
IPR024956	['tRNAHis guanylyltransferase catalytic domain']	1	['THG1']
IPR025845	['Thg1 C-terminal domain']	1	['THG1']
IPR024602	['Conserved oligomeric Golgi complex, subunit 2, N-terminal']	1	['COG2']
IPR003781	['CoA-binding']	1	['LSC1']
IPR005811	['ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain']	2	['LSC1', 'LSC2']
IPR012971	['Nucleolar GTP-binding protein 2, N-terminal domain']	1	['NOG2']
IPR024929	['Nucleolar GTP-binding protein 2, circularly permuted GTPase motif']	1	['NOG2']
IPR019191	['Essential protein Yae1, N-terminal']	2	['LTO1', 'YAE1']
IPR000489	['Pterin-binding domain']	1	['FOL1']
IPR000550	['7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK']	1	['FOL1']
IPR006157	['Dihydroneopterin aldolase/epimerase domain']	2	['FOL1', 'FOL1']
IPR041095	['Elongation Factor G, domain II']	2	['RIA1', 'EFT1']
IPR012486	['Far11/STRP, N-terminal']	1	['FAR11']
IPR021819	['Far11/STRP, C-terminal']	1	['FAR11']
IPR001478	['PDZ domain']	3	['NMA111', 'NMA111', 'NAS2']
IPR025926	['PDZ-like domain']	2	['NMA111', 'NMA111']
IPR007109	['Brix domain']	6	['IMP4', 'BRX1', 'RPF2', 'RPF1', 'SSF1', 'SSF2']
IPR006109	['Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal']	2	['GPD1', 'GPD2']
IPR011128	['Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal']	2	['GPD1', 'GPD2']
IPR022100	['Minichromosome loss protein Mcl1, middle region']	1	['CTF4']
IPR048591	['DNA polymerase alpha-binding protein Ctf4-like, C-terminal domain']	1	['CTF4']
IPR012929	['Nucleoprotein TPR/MLP1']	1	['MLP1']
IPR013894	['RecQ mediated genome instability protein 1, OB-fold domain']	1	['RMI1']
IPR004859	['Xrn1, N-terminal']	2	['RAT1', 'XRN1']
IPR041412	['Xrn1, helical domain']	3	['RAT1', 'RAT1', 'XRN1']
IPR010674	['Nucleolar GTP-binding protein 1, Rossman-fold domain']	1	['NOG1']
IPR012973	['NOG, C-terminal']	1	['NOG1']
IPR031167	['OBG-type guanine nucleotide-binding (G) domain']	6	['NOG1', 'RBG1', 'RBG2', 'OLA1', 'YLF2', '[]']
IPR041623	['NOG1, N-terminal helical domain']	1	['NOG1']
IPR016073	['SKP1 component, POZ domain']	3	['ELC1', 'SKP1', 'SKP1']
IPR019437	['Shelterin complex subunit TPP1/Est3']	1	['EST3']
IPR015877	['Cdk-activating kinase assembly factor MAT1, centre']	1	['TFB3']
IPR048036	['Tlg1p-like, N-terminal domain']	1	['TLG1']
IPR007529	['Zinc finger, HIT-type']	3	['VPS71', 'BCD1', 'HIT1']
IPR015242	['Mitochondrial resolvase Ydc2, catalytic']	2	['CCE1', 'MRS1']
IPR015865	['Riboflavin kinase domain, bacterial/eukaryotic']	1	['FMN1']
IPR007848	['Methyltransferase small domain']	2	['MTQ2', 'MTQ1']
IPR003034	['SAP domain']	5	['SIZ1', 'RAD18', 'NFI1', 'THO1', 'AIM34']
IPR023321	['PINIT domain']	2	['SIZ1', 'NFI1']
IPR018983	['U3 small nucleolar RNA-associated protein 15, C-terminal']	1	['UTP15']
IPR005161	['Ku70/Ku80, N-terminal alpha/beta']	2	['YKU80', 'YKU70']
IPR006164	['Ku70/Ku80 beta-barrel domain']	2	['YKU80', 'YKU70']
IPR012923	['Chromosome segregation in meiosis protein 3']	1	['CSM3']
IPR018973	['MrfA-like Zn-binding domain']	1	['HRQ1']
IPR013167	['COG4 transport protein, middle alpha-helical bundle']	1	['COG4']
IPR048680	['Conserved oligomeric Golgi complex subunit 4, N-terminal']	1	['COG4']
IPR048684	['Conserved oligomeric Golgi complex subunit 4, C-terminal']	1	['COG4']
IPR004182	['GRAM domain']	7	['ATG26', 'ATG26', 'YSP2', 'LAM6', 'LAM5', 'LAM4', 'MDR1']
IPR004276	['Glycosyltransferase family 28, N-terminal domain']	1	['ATG26']
IPR010610	['Erythromycin biosynthesis protein CIII-like, C-terminal domain']	1	['ATG26']
IPR045326	['Autophagy protein ATG17-like domain']	2	['ATG17', 'ATG11']
IPR017923	['Transcription factor IIS, N-terminal']	1	['SPN1']
IPR025977	['Nuclear condensin complex subunit 3, C-terminal domain']	1	['YCG1']
IPR001251	['CRAL-TRIO lipid binding domain']	7	['CSR1', 'SEC14', 'SFH5', 'PDR17', 'PDR16', 'ECM25', '[]']
IPR011074	['CRAL/TRIO, N-terminal domain']	5	['CSR1', 'SEC14', 'PDR17', 'PDR16', '[]']
IPR004274	['FCP1 homology domain']	5	['PSR1', 'NEM1', 'TIM50', 'FCP1', 'PSR2']
IPR006693	['Partial AB-hydrolase lipase domain']	2	['YEH2', 'YEH1']
IPR007699	['SGS domain']	1	['SGT1']
IPR000555	['JAB1/MPN/MOV34 metalloenzyme domain']	4	['RPN8', 'RRI1', 'PRP8', 'RPN11']
IPR024969	['EIF3F/CSN6-like, C-terminal']	1	['RPN8']
IPR040598	['60S ribosome subunit biogenesis protein NIP7, pre-PUA domain']	1	['NIP7']
IPR007034	['Ribosome biogenesis protein BMS1/TSR1, C-terminal']	2	['BMS1', 'TSR1']
IPR012948	['AARP2CN']	2	['BMS1', 'TSR1']
IPR030387	['Bms1/Tsr1-type G domain']	2	['BMS1', 'TSR1']
IPR010308	['TRP, C-terminal']	4	['FLC1', 'FLC2', 'FLC3', '[]']
IPR032800	['ML-like domain']	4	['FLC1', 'FLC2', 'FLC3', '[]']
IPR000953	['Chromo/chromo shadow domain']	5	['NEW1', 'CHD1', 'CHD1', 'ESA1', 'EAF3']
IPR015211	['Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal']	1	['LAP2']
IPR013905	['Lethal giant larvae (Lgl)-like, C-terminal domain']	2	['SRO7', 'SRO77']
IPR007177	['16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal']	1	['TSR3']
IPR003961	['Fibronectin type III']	2	['CHS5', '[]']
IPR031673	['Chitin biosynthesis protein Chs5, N-terminal']	1	['CHS5']
IPR032374	['SGTA, homodimerisation domain']	1	['SGT2']
IPR040451	['Glycosyl hydrolase family 81, N-terminal']	2	['ACF2', 'DSE4']
IPR040720	['Glycosyl hydrolase family 81, C-terminal domain']	2	['ACF2', 'DSE4']
IPR006910	['Rad21/Rec8-like protein, N-terminal']	2	['REC8', 'MCD1']
IPR020097	['Pseudouridine synthase I, TruA, alpha/beta domain']	3	['PUS1', 'DEG1', 'PUS2']
IPR006577	['UAS']	2	['UBX3', 'UBX5']
IPR017905	['ERV/ALR sulfhydryl oxidase domain']	2	['ERV2', 'ERV1']
IPR000195	['Rab-GAP-TBC domain']	11	['MSB4', 'BUB2', 'MSB3', 'GYL1', 'GYP5', 'MDR1', 'GYP1', 'GYP7', 'OCA5', 'GYP6', 'GYP8']
IPR022596	['G protein-coupled receptor GPR1, C-terminal']	1	['GPR1']
IPR023041	['Glucose receptor Git3, N-terminal']	1	['GPR1']
IPR006145	['Pseudouridine synthase, RsuA/RluA-like']	4	['RIB2', 'PUS6', 'PUS9', 'PUS5']
IPR048318	['Autophagy protein ATG5, UblB domain']	1	['ATG5']
IPR048939	['Autophagy protein ATG5, UblA domain']	1	['ATG5']
IPR048940	['Autophagy protein ATG5, alpha-helical bundle region']	1	['ATG5']
IPR001373	['Cullin, N-terminal']	3	['APC2', 'CUL3', 'CDC53']
IPR014786	['Anaphase-promoting complex subunit 2, C-terminal']	1	['APC2']
IPR016158	['Cullin homology domain']	3	['APC2', 'RTT101', 'SAS4']
IPR000697	['WH1/EVH1 domain']	1	['LAS17']
IPR013538	['Activator of Hsp90 ATPase homologue 1-like, C-terminal']	1	['AHA1']
IPR015310	['Activator of Hsp90 ATPase AHSA1-like, N-terminal']	2	['AHA1', 'HCH1']
IPR002687	['Nop domain']	3	['NOP56', 'PRP31', 'NOP58']
IPR012974	['Nucleolar protein 58/56, N-terminal']	2	['NOP56', 'NOP58']
IPR037683	['Rmd5, degenerated RING (dRING) finger']	1	['RMD5']
IPR008532	['NFACT, RNA-binding domain']	2	['RQC2', 'JLP2']
IPR021846	['NFACT protein, C-terminal']	1	['RQC2']
